user_id,skills,experience_levels,skills_text,num_skills,primary_clusters,avg_experience
254,"['leadership and management', 'documents', 'strategy', 'convolutional neural network', 'observation', 'iteration', 'healthcare management']","[4, 5, 3, 5, 2, 4, 2]",leadership and management  documents  strategy  convolutional neural network  observation  iteration  healthcare management,7,"[0, 1]",3.5714285714285716
255,"['analysis', 'leadership and management', 'interfaces', 'intellectual', 'astronomy']","[5, 5, 2, 4, 2]",analysis  leadership and management  interfaces  intellectual  astronomy,5,"[1, 0]",3.6
256,"['reason', 'speech', 'english language', 'chemical engineering', 'chemistry', 'accuracy and precision', 'long short-term memory', 'photography']","[3, 3, 4, 5, 4, 3, 1, 2]",reason  speech  english language  chemical engineering  chemistry  accuracy and precision  long short-term memory  photography,8,"[2, 3]",3.125
257,"['medicine', 'disease', 'animal', 'perception', 'opencv', 'manufacturing process management', 'gradient']","[5, 5, 3, 4, 2, 1, 2]",medicine  disease  animal  perception  opencv  manufacturing process management  gradient,7,"[4, 0]",3.142857142857143
258,"['process', 'finance', 'coaching', 'reason', 'test automation', 'customer relationship management']","[3, 5, 3, 4, 3, 1]",process  finance  coaching  reason  test automation  customer relationship management,6,[0],3.1666666666666665
259,"['mobile app', 'javascript', 'algorithms', 'value proposition', 'epidemiology', 'climate change']","[3, 3, 4, 4, 1, 1]",mobile app  javascript  algorithms  value proposition  epidemiology  climate change,6,"[5, 1]",2.6666666666666665
260,"['evolution', 'manufacturing process management', 'energy', 'relative change and difference', 'communication', 'jpeg', 'intellectual', 'artificial neural networks']","[5, 4, 3, 3, 3, 4, 1, 1]",evolution  manufacturing process management  energy  relative change and difference  communication  jpeg  intellectual  artificial neural networks,8,[3],3.0
261,"['financial accounting', 'mapping', 'project', 'research methods', 'interfaces', 'switches', 'marketing strategy']","[3, 4, 3, 4, 2, 2, 2]",financial accounting  mapping  project  research methods  interfaces  switches  marketing strategy,7,[0],2.857142857142857
262,"['user research', 'web', 'hypothesis', 'game theory', 'machine learning']","[4, 4, 3, 2, 1]",user research  web  hypothesis  game theory  machine learning,5,[5],2.8
263,"['brainstorming', 'project', 'evaluation', 'big data', 'ethereum', 'relational database', 'user research', 'phenomenon', 'behavior']","[4, 5, 3, 3, 4, 5, 2, 3, 3]",brainstorming  project  evaluation  big data  ethereum  relational database  user research  phenomenon  behavior,9,"[0, 6]",3.5555555555555554
264,"['command-line interface', 'ordered pair', 'compiler', 'booking', 'audit', 'thought']","[5, 5, 5, 5, 2, 1]",command-line interface  ordered pair  compiler  booking  audit  thought,6,[5],3.8333333333333335
265,"['poetry writing', 'religion', 'education', 'data type', 'evolution', 'business analytics']","[3, 5, 4, 4, 1, 2]",poetry writing  religion  education  data type  evolution  business analytics,6,[2],3.1666666666666665
266,"['databases', 'cloud computing', 'public-key cryptography', 'application programming interfaces', 'software development process', 'medicine', 'unix shells']","[4, 4, 5, 4, 4, 1, 1]",databases  cloud computing  public-key cryptography  application programming interfaces  software development process  medicine  unix shells,7,[6],3.2857142857142856
267,"['computer programming', 'web application', 'web', 'user experience', 'business communication', 'mathematical optimization', 'editing', 'organizational structure']","[3, 3, 5, 3, 3, 4, 2, 1]",computer programming  web application  web  user experience  business communication  mathematical optimization  editing  organizational structure,8,[5],3.0
268,"['sorting', 'interfaces', 'computer programming', 'organizing (management)', 'studentized residual', 'project planning', 'pytorch']","[3, 5, 5, 4, 2, 1, 2]",sorting  interfaces  computer programming  organizing (management)  studentized residual  project planning  pytorch,7,[5],3.142857142857143
269,"['modeling', 'market analysis', 'performance', 'economy', 'population', 'approximation error', 'project planning']","[4, 4, 5, 5, 3, 3, 2]",modeling  market analysis  performance  economy  population  approximation error  project planning,7,"[1, 0]",3.7142857142857144
270,"['grammar', 'beam robotics', 'stress', 'design pattern', 'hyperparameter', 'java programming']","[3, 3, 4, 4, 2, 3]",grammar  beam robotics  stress  design pattern  hyperparameter  java programming,6,"[2, 3]",3.1666666666666665
271,"['object-oriented programming', 'graphic design', 'banking', 'sports']","[5, 5, 2, 1]",object-oriented programming  graphic design  banking  sports,4,[5],3.25
272,"['.properties', 'interactivity', 'version control', 'p-value', 'business law', 'emotional intelligence']","[5, 3, 4, 2, 2, 2]",.properties  interactivity  version control  p-value  business law  emotional intelligence,6,[5],3.0
273,"['copywriting', 'culture', 'psychology', 'statistical hypothesis testing', 'civil engineering']","[4, 5, 4, 4, 1]",copywriting  culture  psychology  statistical hypothesis testing  civil engineering,5,[0],3.6
274,"['analysis', 'computer vision', 'interactivity', 'relational database']","[5, 3, 4, 3]",analysis  computer vision  interactivity  relational database,4,[1],3.75
275,"['entrepreneurship', 'evaluation', 'analysis data-science data-analysis', 'interactivity', 'r programming', 'internality']","[5, 3, 2, 3, 2, 2]",entrepreneurship  evaluation  analysis data-science data-analysis  interactivity  r programming  internality,6,[0],2.8333333333333335
276,"['utility', 'measurement', 'lambda calculus', 'time management', 'specification (technical standard)', 'dataflow']","[4, 4, 4, 3, 2, 1]",utility  measurement  lambda calculus  time management  specification (technical standard)  dataflow,6,[1],3.0
277,"['relative change and difference', '3d modeling', 'astronomy', 'language learning', 'numpy', 'ggplot2']","[5, 4, 4, 2, 2, 2]",relative change and difference  3d modeling  astronomy  language learning  numpy  ggplot2,6,[3],3.1666666666666665
278,"['digital marketing', 'market (economics)', 'personal branding', 'manufacturing process management', 'energy', 'electrical engineering', 'scaling', 'interaction design', 'data security']","[3, 5, 3, 4, 4, 4, 2, 4, 3]",digital marketing  market (economics)  personal branding  manufacturing process management  energy  electrical engineering  scaling  interaction design  data security,9,"[0, 3]",3.5555555555555554
279,"['computer programming', 'numbers (spreadsheet)', '.properties', 'constitution', 'language', 'interpretation', 'project plan', 'chemical engineering', 'career']","[5, 5, 4, 4, 5, 4, 2, 3, 3]",computer programming  numbers (spreadsheet)  .properties  constitution  language  interpretation  project plan  chemical engineering  career,9,"[5, 2]",3.888888888888889
280,"['disaster', 'cloud computing', 'security', 'teaching', 'audit', 'parenting']","[5, 5, 3, 4, 2, 2]",disaster  cloud computing  security  teaching  audit  parenting,6,"[4, 6]",3.5
281,"['history', 'logic', 'philosophy', 'trigonometric integral', 'video editing']","[3, 4, 3, 2, 3]",history  logic  philosophy  trigonometric integral  video editing,5,[2],3.0
282,"['civil engineering', 'materials', 'mathematics', 'change management', 'maximization (psychology)']","[3, 3, 4, 3, 1]",civil engineering  materials  mathematics  change management  maximization (psychology),5,[3],2.8
283,"['sound', 'teaching', 'personal advertisement', 'linearity', 'trading']","[4, 5, 4, 3, 3]",sound  teaching  personal advertisement  linearity  trading,5,"[2, 0]",3.8
284,"['fundraising', 'leadership and management', 'relative change and difference', 'chemistry', '3d modeling', 'sociology', 'test automation', 'poetry writing']","[3, 3, 4, 5, 4, 2, 4, 1]",fundraising  leadership and management  relative change and difference  chemistry  3d modeling  sociology  test automation  poetry writing,8,"[0, 3]",3.25
285,"['writing', 'illustration', 'resource', 'databases', 'organizational culture', 'gradient']","[3, 3, 5, 5, 3, 2]",writing  illustration  resource  databases  organizational culture  gradient,6,"[2, 6]",3.5
286,"['risk management', 'social media marketing', 'project management', 'mindfulness', 'display devices', 'income', 'data clustering algorithms']","[3, 3, 3, 4, 4, 2, 2]",risk management  social media marketing  project management  mindfulness  display devices  income  data clustering algorithms,7,[0],3.0
287,"['machine learning', 'bayesian', 'design thinking', 'business case']","[3, 4, 4, 3]",machine learning  bayesian  design thinking  business case,4,[1],3.5
288,"['social media', 'leadership and management', 'strategy', 'entrepreneurship', 'academic writing', 'plotly']","[3, 3, 4, 5, 3, 1]",social media  leadership and management  strategy  entrepreneurship  academic writing  plotly,6,[0],3.1666666666666665
289,"['experiment', 'opencv', 'accuracy and precision', 'computer programming', 'poetry writing', 'income', 'approximation']","[3, 3, 5, 4, 3, 4, 3]",experiment  opencv  accuracy and precision  computer programming  poetry writing  income  approximation,7,"[1, 5]",3.5714285714285716
290,"['law', 'choice', 'brainstorming', 'statistical hypothesis testing', 'computer program', 'epidemiology']","[4, 5, 3, 2, 4, 1]",law  choice  brainstorming  statistical hypothesis testing  computer program  epidemiology,6,"[2, 0]",3.1666666666666665
291,"['recommender systems', 'python programming', 'anxiety', 'usability', 'language']","[3, 5, 4, 3, 3]",recommender systems  python programming  anxiety  usability  language,5,"[1, 2]",3.6
292,"['history', 'justice', 'persona (user experience)', 'problem solving', 'encryption', 'cloud computing']","[5, 4, 4, 2, 3, 1]",history  justice  persona (user experience)  problem solving  encryption  cloud computing,6,[2],3.1666666666666665
293,"['bigquery', 'law', 'music', 'latex', 'regression', 'operations management', 'augmented assignment', 'mathematical model']","[4, 3, 4, 4, 2, 3, 3, 1]",bigquery  law  music  latex  regression  operations management  augmented assignment  mathematical model,8,"[6, 2]",3.0
294,"['security', 'deployment environment', 'random forest', 'tensorflow', 'marketing strategy']","[3, 3, 3, 2, 1]",security  deployment environment  random forest  tensorflow  marketing strategy,5,[6],2.4
295,"['sql', 'public-key cryptography', 'data model', 'spreadsheet software', 'marketing', 'risk management']","[4, 4, 4, 2, 2, 3]",sql  public-key cryptography  data model  spreadsheet software  marketing  risk management,6,[6],3.1666666666666665
296,"['privacy', 'databases', 'sql', 'modulo operation', 'ggplot2', 'enabling', 'medicine', 'unix']","[5, 4, 3, 5, 4, 3, 2, 1]",privacy  databases  sql  modulo operation  ggplot2  enabling  medicine  unix,8,[6],3.375
297,"['accounting', 'emotional intelligence', 'i-deas', 'sales management', 'android studio', 'mechanical design']","[4, 3, 5, 5, 4, 3]",accounting  emotional intelligence  i-deas  sales management  android studio  mechanical design,6,[0],4.0
298,"['entrepreneurship', 'media market', 'ternary conditional operator', 'data model', 'privacy', 'decision tree', 'augmented reality', 'economy']","[4, 5, 5, 4, 3, 2, 1, 2]",entrepreneurship  media market  ternary conditional operator  data model  privacy  decision tree  augmented reality  economy,8,"[0, 6]",3.25
299,"['art', 'history', 'music', 'css', 'ethereum', 'disease']","[4, 3, 5, 3, 2, 2]",art  history  music  css  ethereum  disease,6,[2],3.1666666666666665
300,"['exploratory data analysis', 'analysis', 'economy', 'negotiation', 'email writing', 'test automation', 'google cloud platform']","[3, 4, 4, 3, 3, 4, 3]",exploratory data analysis  analysis  economy  negotiation  email writing  test automation  google cloud platform,7,"[1, 0]",3.4285714285714284
301,"['operations management', 'creativity', 'leadership and management business leadership-and-management', 'robotics', 'training and development', 'interactivity', 'stack (abstract data type)', 'linear model']","[4, 5, 5, 5, 2, 3, 3, 2]",operations management  creativity  leadership and management business leadership-and-management  robotics  training and development  interactivity  stack (abstract data type)  linear model,8,"[0, 3]",3.625
302,"['security', 'google cloud platform', 'machine learning', 'performance management', 'time series', 'interact']","[5, 4, 3, 3, 2, 3]",security  google cloud platform  machine learning  performance management  time series  interact,6,"[6, 1]",3.3333333333333335
303,"['web development', 'computer programming', 'budget', 'artificial neural networks', 'digital marketing', 'data model']","[4, 3, 2, 2, 1, 3]",web development  computer programming  budget  artificial neural networks  digital marketing  data model,6,[5],2.5
304,"['innovation', 'operations management', 'organizing (management)', 'lesson plan', 'object-oriented programming']","[3, 5, 5, 4, 1]",innovation  operations management  organizing (management)  lesson plan  object-oriented programming,5,[0],3.6
305,"['html', 'web application', 'family', 'economy', 'r&d management']","[5, 4, 4, 4, 2]",html  web application  family  economy  r&d management,5,[5],3.8
306,"['social work', 'climate change', 'sustainability', 'project', 'mapping', 'business writing', 'data analysis data-science data-analysis', 'data clustering algorithms']","[4, 5, 4, 5, 5, 3, 1, 2]",social work  climate change  sustainability  project  mapping  business writing  data analysis data-science data-analysis  data clustering algorithms,8,"[4, 0]",3.625
307,"['relational database', 'cloud platforms', 'databases', 'numbers (spreadsheet)', 'object-oriented programming', 'software', 'leadership development', ""student's t-distribution"", 'speech']","[5, 4, 5, 4, 5, 5, 4, 3, 3]",relational database  cloud platforms  databases  numbers (spreadsheet)  object-oriented programming  software  leadership development  student's t-distribution  speech,9,"[6, 5]",4.222222222222222
308,"['climate change', 'awareness', 'strategy', 'investment', 'video editing', 'predictive modelling', 'civil engineering']","[5, 5, 5, 4, 3, 2, 1]",climate change  awareness  strategy  investment  video editing  predictive modelling  civil engineering,7,"[4, 0]",3.5714285714285716
309,"['speech', 'listening', 'design pattern', 'opencv', 'healing']","[4, 3, 2, 3, 2]",speech  listening  design pattern  opencv  healing,5,[2],2.8
310,"['general statistics', 'recursion', 'test automation', 'patient', 'sound']","[5, 4, 3, 3, 3]",general statistics  recursion  test automation  patient  sound,5,[1],3.6
311,"['law', 'empathy', 'stock market', 'arcgis', 'unit testing', 'java programming']","[5, 5, 2, 3, 3, 1]",law  empathy  stock market  arcgis  unit testing  java programming,6,[2],3.1666666666666665
312,"['english language', 'voting', 'speech', 'css', 'health care']","[3, 5, 4, 3, 2]",english language  voting  speech  css  health care,5,[2],3.4
313,"['benefits', 'choice', 'planning', 'strategy', 'audience', 'security management', 'modulo operation']","[3, 3, 3, 5, 3, 1, 1]",benefits  choice  planning  strategy  audience  security management  modulo operation,7,[0],2.7142857142857144
314,"['bible', 'latex', 'political science', 'process management', 'finance business finance']","[3, 4, 4, 3, 3]",bible  latex  political science  process management  finance business finance,5,[2],3.4
315,"['computer programming', 'data structures', 'electronics', 'physics', 'mechanical engineering', 'critical thinking', 'peer review', 'partnership']","[4, 5, 4, 3, 5, 4, 4, 3]",computer programming  data structures  electronics  physics  mechanical engineering  critical thinking  peer review  partnership,8,"[5, 3]",4.0
316,"['measurement', 'project mine', 'iteration', 'graphic design', 'materials']","[4, 3, 3, 3, 3]",measurement  project mine  iteration  graphic design  materials,5,[1],3.2
317,"['global', 'animal', 'bioinformatics', 'sustainability', 'geographic information system', 'financial statement', 'language']","[5, 3, 3, 5, 4, 4, 3]",global  animal  bioinformatics  sustainability  geographic information system  financial statement  language,7,[4],3.857142857142857
318,"['data analysis', 'front and back ends', 'anatomy', 'disease', 'copywriting', ""student's t-distribution"", 'climate change']","[3, 4, 5, 5, 4, 3, 3]",data analysis  front and back ends  anatomy  disease  copywriting  student's t-distribution  climate change,7,"[1, 4]",3.857142857142857
319,"['physics', 'manufacturing process management', 'chemistry', 'continuous function', 'russian', 'scikit-learn']","[3, 3, 3, 5, 2, 1]",physics  manufacturing process management  chemistry  continuous function  russian  scikit-learn,6,[3],2.8333333333333335
320,"['architecture', 'energy', 'stress', 'integral', 'opinion', ""euler's totient function"", 'tableau software']","[5, 4, 5, 3, 4, 1, 1]",architecture  energy  stress  integral  opinion  euler's totient function  tableau software,7,[3],3.2857142857142856
321,"['digital marketing', 'performance', 'project plan', 'business communication', 'recursion', 'social media']","[5, 3, 5, 3, 2, 2]",digital marketing  performance  project plan  business communication  recursion  social media,6,[0],3.3333333333333335
322,"['c++', 'android studio', 'swift programming', 'operating systems', 'piano', 'externality']","[3, 5, 3, 5, 2, 3]",c++  android studio  swift programming  operating systems  piano  externality,6,[5],3.5
323,"['human learning', 'statistical classification', 'data analysis data-science data-analysis', 'artificial neural networks', 'training and development', 'test case', 'public speaking']","[4, 5, 3, 4, 4, 3, 1]",human learning  statistical classification  data analysis data-science data-analysis  artificial neural networks  training and development  test case  public speaking,7,[1],3.4285714285714284
324,"['pricing', 'average', 'leadership development', 'arbitration', 'project', 'mental health']","[5, 4, 5, 4, 3, 1]",pricing  average  leadership development  arbitration  project  mental health,6,[0],3.6666666666666665
325,"['computer graphics', 'android studio', 'art history', 'organizational culture', '3d printing', 'process management']","[5, 5, 2, 2, 1, 1]",computer graphics  android studio  art history  organizational culture  3d printing  process management,6,[5],2.6666666666666665
326,"['data analysis', 'modeling', 'utility', 'operating systems', 'sociology']","[3, 3, 3, 4, 3]",data analysis  modeling  utility  operating systems  sociology,5,[1],3.2
327,"['guitar', 'language', 'python programming', 'html5', 'civil engineering']","[3, 5, 4, 2, 3]",guitar  language  python programming  html5  civil engineering,5,[2],3.4
328,"['experience', 'competitiveness', 'family', 'verification and validation', 'augmented assignment', 'opinion']","[4, 4, 4, 4, 1, 1]",experience  competitiveness  family  verification and validation  augmented assignment  opinion,6,[0],3.0
329,"['evaluation', 'business model canvas', 'population', 'iteration', 'logic', 'justice']","[5, 5, 4, 3, 2, 2]",evaluation  business model canvas  population  iteration  logic  justice,6,[0],3.5
330,"['project', 'strategic management', 'training and development', 'manufacturing process management']","[5, 5, 2, 3]",project  strategic management  training and development  manufacturing process management,4,[0],3.75
331,"['analysis', 'organizational culture', 'javascript', 'awareness']","[5, 3, 2, 2]",analysis  organizational culture  javascript  awareness,4,"[1, 0]",3.0
332,"[""euler's totient function"", 'data visualization', 'computer programming computer-science software-development', 'data analysis', 'financial accounting', 'justice', 'kubernetes']","[4, 5, 3, 4, 3, 4, 2]",euler's totient function  data visualization  computer programming computer-science software-development  data analysis  financial accounting  justice  kubernetes,7,[1],3.5714285714285716
333,"['css', 'java (software platform)', 'virtual reality', 'android development', 'tensorflow', 'creativity']","[3, 5, 5, 3, 2, 2]",css  java (software platform)  virtual reality  android development  tensorflow  creativity,6,[5],3.3333333333333335
334,"['cloud computing', 'penetration test', 'specification (technical standard)', 'procurement', 'scrum (software development)', 'social psychology', 'data analysis data-science data-analysis']","[3, 3, 4, 2, 3, 1, 1]",cloud computing  penetration test  specification (technical standard)  procurement  scrum (software development)  social psychology  data analysis data-science data-analysis,7,[6],2.4285714285714284
335,"['music', 'art history', 'regression', 'chart', 'analytics', 'organizational structure', 'web service', 'cluster analysis']","[3, 5, 5, 4, 5, 3, 4, 2]",music  art history  regression  chart  analytics  organizational structure  web service  cluster analysis,8,"[2, 1]",3.875
336,"['numbers (spreadsheet)', 'command-line interface', 'hyperparameter', 'international law', 'natural language processing']","[5, 4, 3, 2, 1]",numbers (spreadsheet)  command-line interface  hyperparameter  international law  natural language processing,5,[5],3.0
337,"['computer programming', 'data structures', '.properties', 'sorting', 'venture capital', 'art history']","[5, 4, 3, 3, 4, 2]",computer programming  data structures  .properties  sorting  venture capital  art history,6,[5],3.5
338,"['sales strategy', 'planning', 'evaluation', 'studentized residual', 'linear regression', 'numbers (spreadsheet)', 'chemical engineering']","[3, 4, 5, 4, 3, 2, 3]",sales strategy  planning  evaluation  studentized residual  linear regression  numbers (spreadsheet)  chemical engineering,7,"[0, 1]",3.4285714285714284
339,"['leadership and management', 'planning', 'data type', 'dna']","[5, 5, 2, 1]",leadership and management  planning  data type  dna,4,[0],3.25
340,"['computer graphics', 'computer programming', 'web', 'mindfulness', 'data visualization', 'privacy']","[5, 5, 5, 4, 2, 3]",computer graphics  computer programming  web  mindfulness  data visualization  privacy,6,[5],4.0
341,"['russian', 'linguistics', 'exploratory data analysis', 'rstudio', 'c programming', 'sound design', 'human voice']","[3, 3, 5, 3, 4, 3, 1]",russian  linguistics  exploratory data analysis  rstudio  c programming  sound design  human voice,7,"[2, 1]",3.142857142857143
342,"['regression', 'front and back ends', 'linearity', 'human computer interaction', 'encryption', 'virtual reality']","[3, 3, 3, 4, 1, 1]",regression  front and back ends  linearity  human computer interaction  encryption  virtual reality,6,[1],2.5
343,"['analysis', 'experiment', 'python programming data-science machine-learning', 'chart', 'product management', 'trigonometric integral']","[5, 3, 5, 5, 4, 3]",analysis  experiment  python programming data-science machine-learning  chart  product management  trigonometric integral,6,[1],4.166666666666667
344,"['analytics', 'r programming', 'mathematical optimization', 'java (software platform)', 'software development process', 'i-deas', 'voting', 'opinion']","[5, 4, 5, 4, 3, 3, 4, 1]",analytics  r programming  mathematical optimization  java (software platform)  software development process  i-deas  voting  opinion,8,"[1, 5]",3.625
345,"['writing', 'gratitude', 'analysis', 'finance', 'game theory']","[3, 4, 4, 4, 1]",writing  gratitude  analysis  finance  game theory,5,[2],3.2
346,"['organizing (management)', 'team management', 'speech', 'permutations', 'gene', 'running']","[5, 4, 3, 4, 2, 3]",organizing (management)  team management  speech  permutations  gene  running,6,[0],3.5
347,"['reason', 'music', 'poetry writing', 'swift programming', 'natural language', 'foreign policy', 'wireless']","[5, 4, 3, 3, 4, 3, 2]",reason  music  poetry writing  swift programming  natural language  foreign policy  wireless,7,[2],3.4285714285714284
348,"['stock', 'economy', 'randomness', 'keras', 'correlation and dependence', 'causality', 'software testing', 'business process']","[5, 3, 3, 5, 3, 4, 3, 2]",stock  economy  randomness  keras  correlation and dependence  causality  software testing  business process,8,"[0, 1]",3.5
349,"['genomics', 'education', 'digital marketing', 'compiler', 'chord']","[3, 4, 2, 2, 2]",genomics  education  digital marketing  compiler  chord,5,"[4, 2]",2.6
350,"['emergency', 'medicine', 'anatomy', 'financial markets', 'intellectual property', 'probability density function', 'symptoms', 'marketing plan']","[4, 5, 5, 3, 4, 4, 3, 3]",emergency  medicine  anatomy  financial markets  intellectual property  probability density function  symptoms  marketing plan,8,"[4, 0]",3.875
351,"['public speaking', 'law', 'studentized residual', 'utility']","[5, 3, 4, 1]",public speaking  law  studentized residual  utility,4,[2],3.25
352,"['analytics', 'deep learning', 'materials', 'relative change and difference', 'web page', 'cloud computing']","[4, 5, 4, 5, 4, 3]",analytics  deep learning  materials  relative change and difference  web page  cloud computing,6,"[1, 3]",4.166666666666667
353,"['leadership and management', 'project management', 'risk', 'strategy', 'android development', 'test set', 'writing']","[5, 4, 4, 4, 3, 2, 1]",leadership and management  project management  risk  strategy  android development  test set  writing,7,[0],3.2857142857142856
354,"['geographic information system', 'python programming', 'sound', 'mapping', 'human computer interaction', 'photography']","[5, 3, 4, 4, 3, 2]",geographic information system  python programming  sound  mapping  human computer interaction  photography,6,[1],3.5
355,"['approximation', 'continuous function', 'leadership and management', 'evaluation', 'microsoft excel', 'academic writing', 'economics']","[4, 5, 5, 3, 3, 2, 2]",approximation  continuous function  leadership and management  evaluation  microsoft excel  academic writing  economics,7,"[3, 0]",3.4285714285714284
356,"['statistical hypothesis testing', 'bayesian', ""euler's totient function"", 'test automation', 'ios development', 'arbitration', 'global', 'scaling']","[5, 3, 5, 3, 4, 4, 1, 2]",statistical hypothesis testing  bayesian  euler's totient function  test automation  ios development  arbitration  global  scaling,8,"[1, 5]",3.375
357,"['power electronics', 'electrical engineering', 'business law', 'strategic management', 'deployment environment']","[5, 4, 2, 3, 1]",power electronics  electrical engineering  business law  strategic management  deployment environment,5,[3],3.0
358,"['awareness', 'penetration test', 'spreadsheet', 'virtual reality', 'sound', 'business plan']","[3, 3, 2, 4, 3, 1]",awareness  penetration test  spreadsheet  virtual reality  sound  business plan,6,"[0, 6]",2.6666666666666665
359,"['financial statement', 'leadership', 'google cloud platform', 'bigquery', 'confidence', 'editing', 'user story']","[5, 4, 5, 4, 2, 4, 3]",financial statement  leadership  google cloud platform  bigquery  confidence  editing  user story,7,"[0, 6]",3.857142857142857
360,"['simulation', 'torque', 'data analysis', 'matplotlib', 'python programming', 'education', 'economics', 'business model canvas']","[5, 3, 4, 4, 5, 4, 1, 3]",simulation  torque  data analysis  matplotlib  python programming  education  economics  business model canvas,8,"[3, 1]",3.625
361,"['parent', 'chinese language', 'parenting', 'pedagogy', 'strategic management', 'graphs', 'guitar', 'personal advertisement']","[3, 4, 4, 5, 3, 4, 2, 2]",parent  chinese language  parenting  pedagogy  strategic management  graphs  guitar  personal advertisement,8,[2],3.375
362,"['spreadsheet software', 'use case', 'chart', 'artificial neural networks', 'perception', 'video game development', 'java annotation', 'security management']","[4, 4, 4, 4, 4, 2, 2, 2]",spreadsheet software  use case  chart  artificial neural networks  perception  video game development  java annotation  security management,8,[1],3.25
363,"['usability', 'operating systems', 'web', 'node.js', 'recurrent neural network', 'search engine optimization', 'tailored access operations', 'specification (technical standard)']","[3, 4, 3, 3, 4, 4, 2, 3]",usability  operating systems  web  node.js  recurrent neural network  search engine optimization  tailored access operations  specification (technical standard),8,[5],3.25
364,"['confidence', 'leadership and management', 'causality', 'consumer behaviour', 'machine learning']","[4, 5, 3, 2, 3]",confidence  leadership and management  causality  consumer behaviour  machine learning,5,"[1, 0]",3.4
365,"['market segmentation', 'cost', 'business model canvas', 'business communication', 'predictive analytics', 'supply chain management']","[4, 5, 5, 2, 4, 3]",market segmentation  cost  business model canvas  business communication  predictive analytics  supply chain management,6,[0],3.8333333333333335
366,"['p-value', 'probability', 'computer vision', 'integral', 'tailored access operations', 'semantics', 'logic', 'training and development', 'authentication']","[3, 4, 4, 5, 5, 3, 3, 1, 3]",p-value  probability  computer vision  integral  tailored access operations  semantics  logic  training and development  authentication,9,"[1, 3]",3.4444444444444446
367,"['methodology', 'operations management', 'energy', 'geometry', 'evolution', 'logistic regression', 'economics', 'web design']","[4, 5, 5, 4, 3, 2, 3, 2]",methodology  operations management  energy  geometry  evolution  logistic regression  economics  web design,8,"[0, 3]",3.5
368,"['application programming interfaces', 'google cloud platform', 'finance', 'performance', 'critical thinking', 'python programming', 'essay writing']","[4, 4, 5, 5, 2, 4, 3]",application programming interfaces  google cloud platform  finance  performance  critical thinking  python programming  essay writing,7,"[6, 0]",3.857142857142857
369,"['art', 'strategy', 'microsoft excel', 'inventory']","[3, 4, 3, 2]",art  strategy  microsoft excel  inventory,4,"[2, 0]",3.0
370,"['cash flow', 'venture capital', 'permutations', 'chi-squared distribution', 'logistic regression']","[3, 4, 3, 3, 2]",cash flow  venture capital  permutations  chi-squared distribution  logistic regression,5,[0],3.0
371,"['machine learning', 'plotly', 'product development', 'stock', 'search engine optimization']","[3, 5, 4, 2, 3]",machine learning  plotly  product development  stock  search engine optimization,5,[1],3.4
372,"['cryptography', 'databases', 'cloud computing security', 'interfaces', 'stack (abstract data type)', 'java annotation', 'pedagogy', 'p-value', 'methodology', 'logic gate']","[4, 3, 5, 3, 5, 5, 4, 4, 3, 1]",cryptography  databases  cloud computing security  interfaces  stack (abstract data type)  java annotation  pedagogy  p-value  methodology  logic gate,10,"[6, 5]",3.7
373,"['sustainable business', 'social work', ""euler's totient function"", 'matplotlib', 'sales strategy', 'java (software platform)', 'running', 'business model canvas']","[4, 4, 4, 3, 2, 3, 3, 2]",sustainable business  social work  euler's totient function  matplotlib  sales strategy  java (software platform)  running  business model canvas,8,"[4, 1]",3.125
374,"['graphs', 'estimation', 'project', 'competitiveness', 'poetry writing', 'unix']","[4, 3, 4, 5, 3, 3]",graphs  estimation  project  competitiveness  poetry writing  unix,6,"[1, 0]",3.6666666666666665
375,"['privacy', 'internet', 'project mine', 'media market', 'digital signature']","[3, 5, 2, 4, 3]",privacy  internet  project mine  media market  digital signature,5,[6],3.4
376,"['awareness', 'competitiveness', 'project management', 'machine learning data-science machine-learning', 'convolutional neural network', 'modeling', 'critical thinking', 'estimation', 'data model']","[4, 4, 5, 5, 4, 4, 2, 3, 2]",awareness  competitiveness  project management  machine learning data-science machine-learning  convolutional neural network  modeling  critical thinking  estimation  data model,9,"[0, 1]",3.6666666666666665
377,"['language', 'child', 'japanese language', 'anxiety', 'creativity', 'epidemic']","[4, 3, 4, 3, 2, 2]",language  child  japanese language  anxiety  creativity  epidemic,6,[2],3.0
378,"['art', 'illustration', 'music', 'sociology', 'persona (user experience)', 'linearity']","[4, 5, 3, 3, 3, 2]",art  illustration  music  sociology  persona (user experience)  linearity,6,[2],3.3333333333333335
379,"['python programming', 'measurement', 'machine learning', 'storytelling', 'user interface']","[4, 4, 5, 2, 2]",python programming  measurement  machine learning  storytelling  user interface,5,[1],3.4
380,"['education', 'lecture', 'intellectual', 'thought', 'node.js', 'market segmentation']","[3, 3, 4, 3, 2, 2]",education  lecture  intellectual  thought  node.js  market segmentation,6,[2],2.8333333333333335
381,"['hyperparameter', 'sales', 'social media', 'strategy', 'python libraries', 'audience', 'foreign policy']","[5, 3, 4, 4, 4, 4, 2]",hyperparameter  sales  social media  strategy  python libraries  audience  foreign policy,7,"[1, 0]",3.7142857142857144
382,"['renewable energy', 'computer program', 'strategic management', 'compiler', 'physics']","[4, 5, 4, 1, 2]",renewable energy  computer program  strategic management  compiler  physics,5,"[3, 5]",3.2
