user_id,interests,interests_text,num_interests,math_grade,science_grade,language_grade,overall_grade
352,"['mathematical model', 'numpy', 'authentication', 'null coalescing operator', 'balance sheet']",mathematical model  numpy  authentication  null coalescing operator  balance sheet,5,74.69,89.07,81.52,81.76
353,"['stock', 'editing', 'marketing strategy', 'sports', 'i-deas', 'budget', 'mobile development']",stock  editing  marketing strategy  sports  i-deas  budget  mobile development,7,70.55,84.26,40.82,65.21
354,"['power electronics', 'sources', 'html5', 'venture capital', 'unix', 'command-line interface', 'computer programming computer-science software-development']",power electronics  sources  html5  venture capital  unix  command-line interface  computer programming computer-science software-development,7,88.79,54.12,70.65,71.19
355,"['natural language', 'mechanical design', 'lecture']",natural language  mechanical design  lecture,3,61.56,59.46,88.93,69.99
356,"['mathematical model', 'creativity', 'electronics', 'tracking', 'risk', 'numbers (spreadsheet)', 'reinforcement learning']",mathematical model  creativity  electronics  tracking  risk  numbers (spreadsheet)  reinforcement learning,7,69.39,79.16,74.44,74.33
357,"['authentication', 'artificial neural networks', 'convolutional neural network']",authentication  artificial neural networks  convolutional neural network,3,80.72,75.92,59.6,72.08
358,"['protein', 'sales management', 'principle', 'cryptocurrency', 'translation']",protein  sales management  principle  cryptocurrency  translation,5,86.96,69.07,56.32,70.78
359,"['correlation and dependence', 'keras', 'urban planning', 'iteration', 'data type', 'mysql', 'user experience']",correlation and dependence  keras  urban planning  iteration  data type  mysql  user experience,7,69.86,93.01,85.2,82.69
360,"['test automation', 'leadership and management', 'research methods', 'risk', 'simulation']",test automation  leadership and management  research methods  risk  simulation,5,70.82,70.81,71.14,70.92
361,"['stock market', 'innovation', 'psychologies', 'analysis', 'matlab', 'language']",stock market  innovation  psychologies  analysis  matlab  language,6,99.92,79.58,80.16,86.55
362,"['organizational structure', 'tailored access operations', 'interfaces']",organizational structure  tailored access operations  interfaces,3,87.36,77.87,71.89,79.04
363,"['therapy', 'protein', 'graphic design']",therapy  protein  graphic design,3,72.64,74.14,74.55,73.78
364,"['switches', 'facilitation', 'balance sheet', 'tailored access operations', 'purchasing', 'deep learning', 'schedule']",switches  facilitation  balance sheet  tailored access operations  purchasing  deep learning  schedule,7,83.73,75.62,83.79,81.05
365,"['mergers & acquisitions', 'cross-cultural communication', 'food security', 'arbitration', 'supply chain management', 'clinical study design', 'economics']",mergers & acquisitions  cross-cultural communication  food security  arbitration  supply chain management  clinical study design  economics,7,74.03,75.94,51.02,67.0
366,"['php', 'interpretation', 'p-value']",php  interpretation  p-value,3,86.0,79.16,86.98,84.04
367,"['operations management', 'emotions', 'openfabrics alliance', 'relational database']",operations management  emotions  openfabrics alliance  relational database,4,40.24,100.0,73.32,71.19
368,"['project plan', 'biodiversity', 'copywriting', 'sales management', 'encryption', 'statistical inference', 'journalism']",project plan  biodiversity  copywriting  sales management  encryption  statistical inference  journalism,7,88.3,62.52,82.35,77.72
369,"['scrum (software development)', 'medicine', 'interpretation', 'deployment environment', 'probability density function', 'simulation']",scrum (software development)  medicine  interpretation  deployment environment  probability density function  simulation,6,62.36,67.51,97.97,75.95
370,"['solar systems', 'map', 'grammar', 'unit testing', 'python syntax and semantics']",solar systems  map  grammar  unit testing  python syntax and semantics,5,72.71,77.61,85.44,78.59
371,"['front and back ends', 'html', 'statistical analysis', 'information security']",front and back ends  html  statistical analysis  information security,4,80.95,76.81,79.38,79.04
372,"['informatics', 'i-deas', 'encryption', 'r&d management']",informatics  i-deas  encryption  r&d management,4,100.0,74.31,77.41,83.91
373,"['purchasing', 'logistic regression', 'statistical hypothesis testing', 'health informatics', 'hypothesis testing']",purchasing  logistic regression  statistical hypothesis testing  health informatics  hypothesis testing,5,87.61,88.27,89.24,88.37
374,"['surgery', 'software engineering', 'mental health']",surgery  software engineering  mental health,3,82.66,61.28,94.6,79.52
375,"['listening', 'crisis', 'illustration', 'audit', 'hypothesis testing', 'business communication']",listening  crisis  illustration  audit  hypothesis testing  business communication,6,61.24,78.63,65.95,68.61
376,"['physics', 'geographic information system', 'public-key cryptography', 'epidemiology', 'emergency']",physics  geographic information system  public-key cryptography  epidemiology  emergency,5,74.23,78.95,78.86,77.34
377,"['healing', 'stock', 'health', 'convolutional neural network', 'climate change', 'user (computing)', 'teaching']",healing  stock  health  convolutional neural network  climate change  user (computing)  teaching,7,80.06,94.36,80.44,84.96
378,"['food security', 'awareness', 'semantics', 'exploratory data analysis']",food security  awareness  semantics  exploratory data analysis,4,72.07,86.57,89.27,82.64
379,"['banking', 'chemistry', 'opinion', 'lambda calculus']",banking  chemistry  opinion  lambda calculus,4,60.27,82.17,83.41,75.28
380,"['chemistry', 'convolutional neural network', 'accounting', 'sources', 'data mining', 'object-oriented programming']",chemistry  convolutional neural network  accounting  sources  data mining  object-oriented programming,6,71.43,91.51,73.2,78.71
381,"['public health', 'email', 'hypothesis testing', 'java (software platform)', 'hyperparameter', 'bible']",public health  email  hypothesis testing  java (software platform)  hyperparameter  bible,6,76.51,72.92,75.19,74.87
382,"['surgery', 'film', 'smart contract']",surgery  film  smart contract,3,61.84,57.72,94.13,71.23
383,"['design thinking', 'organizing (management)', 'dialogue']",design thinking  organizing (management)  dialogue,3,64.84,63.1,49.16,59.03
384,"['network security', 'recurrent neural network', 'download']",network security  recurrent neural network  download,3,67.33,59.12,94.7,73.72
385,"['art history', 'adaptation', 'information security', 'strategy', 'trading']",art history  adaptation  information security  strategy  trading,5,87.12,66.74,100.0,84.62
386,"['leadership', 'humanitarian', 'prevention']",leadership  humanitarian  prevention,3,86.78,71.1,45.01,67.63
387,"['schedule', 'recommender systems', 'consumer behaviour', 'rendering (computer graphics)', 'project data-science data-analysis', 'health care', 'ecosystem']",schedule  recommender systems  consumer behaviour  rendering (computer graphics)  project data-science data-analysis  health care  ecosystem,7,100.0,58.33,55.26,71.19
388,"['lambda calculus', 'data type', 'probability']",lambda calculus  data type  probability,3,87.27,100.0,91.61,92.96
389,"['download', 'agile software development', 'leadership and management business leadership-and-management', 'inflation', 'strategy']",download  agile software development  leadership and management business leadership-and-management  inflation  strategy,5,81.77,82.14,85.24,83.05
390,"['design thinking', 'unix', 'writing', 'object detection']",design thinking  unix  writing  object detection,4,84.11,78.37,76.25,79.58
391,"['running', 'keras', 'c dynamic memory allocation', 'null coalescing operator', 'causality', 'documents']",running  keras  c dynamic memory allocation  null coalescing operator  causality  documents,6,74.25,65.95,71.63,70.61
392,"['public health', 'javascript', 'funds', 'accuracy and precision']",public health  javascript  funds  accuracy and precision,4,54.68,73.82,63.14,63.88
393,"['mindfulness', 'financial markets', 'plotly', 'gratitude', 'kubernetes']",mindfulness  financial markets  plotly  gratitude  kubernetes,5,61.76,77.16,91.7,76.87
394,"['tableau software', 'supply chain management', 'advertising', 'global', 'marketing']",tableau software  supply chain management  advertising  global  marketing,5,86.02,56.15,63.12,68.43
395,"['biodiversity', 'command-line interface', 'product management', 'interest']",biodiversity  command-line interface  product management  interest,4,86.29,63.21,72.3,73.93
396,"['object detection', 'relative change and difference', 'international relations', 'collaboration']",object detection  relative change and difference  international relations  collaboration,4,81.6,63.38,76.26,73.75
397,"['mathematics', 'use case', 'evolution', ""euler's totient function"", 'constitution']",mathematics  use case  evolution  euler's totient function  constitution,5,58.99,67.78,78.84,68.54
398,"['customer experience', 'prevention', 'translation', 'mechanical design', 'organizational culture', 'sound design']",customer experience  prevention  translation  mechanical design  organizational culture  sound design,6,55.88,80.29,74.76,70.31
399,"['social network', 'ethics', 'fundraising', 'theory of relativity', 'business model canvas', 'scrum (software development)']",social network  ethics  fundraising  theory of relativity  business model canvas  scrum (software development),6,81.63,77.69,91.37,83.56
400,"['security', 'marketing plan', 'business case', 'storytelling', 'cloud computing security', 'biodiversity']",security  marketing plan  business case  storytelling  cloud computing security  biodiversity,6,76.5,69.85,76.47,74.27
401,"['renewable energy', 'emotional intelligence', 'supply chain management', 'social media marketing', 'cryptography', 'databases', 'keras']",renewable energy  emotional intelligence  supply chain management  social media marketing  cryptography  databases  keras,7,81.52,75.59,75.49,77.53
402,"['physics', 'coaching', 'employment', 'tailored access operations', 'r&d management', 'cancer', 'risk factor']",physics  coaching  employment  tailored access operations  r&d management  cancer  risk factor,7,66.58,67.05,58.17,63.93
403,"['behavior', 'presentation', 'conflict resolution', 'robotics', 'organizational culture', 'principle']",behavior  presentation  conflict resolution  robotics  organizational culture  principle,6,95.99,60.07,66.69,74.25
404,"['bias', 'statistical classification', 'process management', 'interfaces', 'android studio', 'negotiation', 'genetics']",bias  statistical classification  process management  interfaces  android studio  negotiation  genetics,7,66.38,85.74,71.46,74.53
405,"['ethics', 'symptoms', 'breach (security exploit)']",ethics  symptoms  breach (security exploit),3,89.97,66.92,78.35,78.41
406,"['path (variable)', 'linguistics', 'biology']",path (variable)  linguistics  biology,3,64.98,100.0,60.75,75.24
407,"['big data', 'bookkeeping', 'project planning', 'arbitration', 'hypothesis', 'online learning', 'disease']",big data  bookkeeping  project planning  arbitration  hypothesis  online learning  disease,7,78.72,82.61,79.97,80.43
408,"['parent', 'mechanical engineering', 'microsoft excel', 'political science']",parent  mechanical engineering  microsoft excel  political science,4,72.78,73.44,75.53,73.91
409,"['media market', 'business law', 'social work', 'constitution', 'logic gate', 'command-line interface']",media market  business law  social work  constitution  logic gate  command-line interface,6,73.24,86.57,100.0,86.6
410,"['social network', 'mysql', 'security management', 'computer programming']",social network  mysql  security management  computer programming,4,68.31,58.56,73.94,66.94
411,"['3d printing', 'angular', 'information security', 'procurement']",3d printing  angular  information security  procurement,4,100.0,65.36,94.67,86.68
412,"['patient', 'signal processing', 'mental health', 'feature engineering', 'fundraising', 'problem solving', 'load balancing']",patient  signal processing  mental health  feature engineering  fundraising  problem solving  load balancing,7,95.13,68.36,81.83,81.77
413,"['health system', 'e-nable', 'cloud infrastructure', 'arbitration']",health system  e-nable  cloud infrastructure  arbitration,4,94.54,70.45,72.56,79.18
414,"['use case', 'algorithms', 'fluid mechanics', 'enabling', 'blockchain', 'chi-squared distribution']",use case  algorithms  fluid mechanics  enabling  blockchain  chi-squared distribution,6,68.02,62.82,67.21,66.02
415,"['architecture', 'plotly', 'thought', 'autodesk', 'foreign policy', 'augmented reality', 'numbers (spreadsheet)']",architecture  plotly  thought  autodesk  foreign policy  augmented reality  numbers (spreadsheet),7,60.31,75.41,65.76,67.16
416,"['finance business finance', 'social work', 'ethereum', 'behavioral economics', 'correlation and dependence', 'religion']",finance business finance  social work  ethereum  behavioral economics  correlation and dependence  religion,6,77.81,56.33,78.97,71.04
417,"['finance business finance', 'sustainable business', 'iteration', 'switches', 'thought']",finance business finance  sustainable business  iteration  switches  thought,5,85.0,51.08,79.49,71.86
418,"['financial statement', 'intellectual', 'creative writing', 'sap erp', 'evolution']",financial statement  intellectual  creative writing  sap erp  evolution,5,89.73,60.48,95.07,81.76
419,"['instructional design', 'health policy', 'bigquery', 'stack (abstract data type)', 'ternary conditional operator', 'design thinking']",instructional design  health policy  bigquery  stack (abstract data type)  ternary conditional operator  design thinking,6,80.03,66.54,74.33,73.63
420,"['sql', 'recurrent neural network', 'autocad', 'linguistics', 'methodology', 'scikit-learn']",sql  recurrent neural network  autocad  linguistics  methodology  scikit-learn,6,81.7,75.91,81.47,79.69
421,"['organizational structure', 'online learning', 'cryptocurrency', 'instructional design', 'medicine']",organizational structure  online learning  cryptocurrency  instructional design  medicine,5,63.95,77.03,58.04,66.34
422,"['social network', 'proposition', 'fluid mechanics', 'experimental design']",social network  proposition  fluid mechanics  experimental design,4,73.67,64.15,66.17,68.0
423,"['creativity', 'procurement', 'bias', 'stock', 'operations management']",creativity  procurement  bias  stock  operations management,5,89.83,88.1,82.31,86.75
424,"['stack (abstract data type)', 'self-awareness', 'consumer behaviour', 'modulo operation', 'food security', 'genomics']",stack (abstract data type)  self-awareness  consumer behaviour  modulo operation  food security  genomics,6,61.89,71.2,89.56,74.22
425,"['lambda calculus', 'business communication', 'population', 'matrices']",lambda calculus  business communication  population  matrices,4,76.7,100.0,79.72,85.47
426,"['social media', 'economics', 'balance sheet']",social media  economics  balance sheet,3,77.3,71.29,76.6,75.07
427,"['meditation', 'training and development', 'trading', 'asset', 'breach (security exploit)']",meditation  training and development  trading  asset  breach (security exploit),5,73.17,83.5,86.48,81.05
428,"['teaching method', 'statistical classification', 'ethereum', 'public-key cryptography']",teaching method  statistical classification  ethereum  public-key cryptography,4,65.57,59.03,52.97,59.19
429,"['language learning', 'intellectual property', 'agriculture', 'entrepreneurship']",language learning  intellectual property  agriculture  entrepreneurship,4,81.1,61.76,49.17,64.01
430,"['collaboration', 'public-key cryptography', 'food security', 'training']",collaboration  public-key cryptography  food security  training,4,79.66,100.0,74.93,84.86
431,"['network security', 'flow network', 'speech', 'java annotation']",network security  flow network  speech  java annotation,4,85.06,75.98,73.81,78.29
432,"['mergers & acquisitions', 'professional development', 'six sigma', 'market segmentation', 'interfaces']",mergers & acquisitions  professional development  six sigma  market segmentation  interfaces,5,86.03,71.52,78.21,78.58
433,"['marketing', 'robotics', 'recursively enumerable set', 'professional development', 'chart']",marketing  robotics  recursively enumerable set  professional development  chart,5,78.86,66.98,86.9,77.58
434,"['japanese language', 'emotions', 'matrices', 'internet of things', 'opinion', 'authentication']",japanese language  emotions  matrices  internet of things  opinion  authentication,6,72.9,65.93,81.44,73.42
435,"['evolution', 'crisis', 'algorithms', 'global', 'sports', 'target audience', 'syntax']",evolution  crisis  algorithms  global  sports  target audience  syntax,7,64.22,75.34,74.89,71.48
436,"['inflation', 'customer experience', 'education', 'kubernetes', 'feature engineering', 'mental health']",inflation  customer experience  education  kubernetes  feature engineering  mental health,6,88.03,80.7,74.7,81.14
437,"['framing', 'regression analysis', 'sources', 'leadership and management business leadership-and-management', 'geology', 'r&d management', 'randomness']",framing  regression analysis  sources  leadership and management business leadership-and-management  geology  r&d management  randomness,7,84.81,91.68,81.69,86.06
438,"['decision making', 'machine learning data-science machine-learning', 'decision tree', 'correlation and dependence', 'solar systems', 'r&d management']",decision making  machine learning data-science machine-learning  decision tree  correlation and dependence  solar systems  r&d management,6,75.12,59.26,62.22,65.53
439,"['software development process', 'bible', 'schedule', 'architecture']",software development process  bible  schedule  architecture,4,71.34,67.69,72.76,70.59
440,"['autodesk', 'accuracy and precision', 'operations management']",autodesk  accuracy and precision  operations management,3,75.68,81.36,74.15,77.06
441,"['voting', 'file shortcut', 'booking', 'css']",voting  file shortcut  booking  css,4,80.84,75.77,51.29,69.3
442,"['ethics', 'renewable energy', 'pricing']",ethics  renewable energy  pricing,3,63.73,73.27,60.48,65.83
443,"['big data', 'user interface', 'wireless', 'user experience', 'python programming data-science machine-learning']",big data  user interface  wireless  user experience  python programming data-science machine-learning,5,82.2,93.37,89.63,88.4
444,"['algorithms', 'accuracy and precision', 'signal processing', 'specification (technical standard)', 'operating systems', 'aerospace engineering']",algorithms  accuracy and precision  signal processing  specification (technical standard)  operating systems  aerospace engineering,6,72.44,92.89,76.78,80.7
445,"['self-awareness', 'health policy', 'social media']",self-awareness  health policy  social media,3,70.95,67.64,71.37,69.99
446,"['analysis', 'relative change and difference', 'perception', 'disaster', 'circular economy']",analysis  relative change and difference  perception  disaster  circular economy,5,70.34,77.04,76.93,74.77
447,"['schedule', 'cryptocurrency', 'fluid mechanics']",schedule  cryptocurrency  fluid mechanics,3,75.04,80.24,89.29,81.52
448,"['user research', 'search engine optimization', 'general statistics', 'map']",user research  search engine optimization  general statistics  map,4,86.39,57.18,44.35,62.64
449,"['network security', 'business communication', 'mechanical design', 'object detection', 'probability density function']",network security  business communication  mechanical design  object detection  probability density function,5,86.21,58.6,72.3,72.37
450,"['forecasting', 'exploratory data analysis', 'instructional design', 'business law', 'arbitration', 'case study', 'object detection']",forecasting  exploratory data analysis  instructional design  business law  arbitration  case study  object detection,7,60.96,53.38,81.5,65.28
451,"['meditation', 'speech', 'psychology', 'behavioral economics', 'web service', 'adaptation']",meditation  speech  psychology  behavioral economics  web service  adaptation,6,84.11,68.08,43.91,65.37
452,"['business plan', 'regression analysis', 'persona (user experience)', 'language']",business plan  regression analysis  persona (user experience)  language,4,68.45,79.7,57.25,68.47
453,"['causality', 'security', 'audit', 'feature engineering', 'entrepreneurship', 'strategic thinking', 'psychologies']",causality  security  audit  feature engineering  entrepreneurship  strategic thinking  psychologies,7,77.2,74.82,81.95,77.99
454,"['authority', 'business', 'human computer interaction', 'software engineering', 'storytelling']",authority  business  human computer interaction  software engineering  storytelling,5,76.43,63.32,89.36,76.37
455,"['disaster', 'interview', 'algorithms']",disaster  interview  algorithms,3,73.1,74.67,63.8,70.52
456,"['teaching method', 'creativity', 'neuroscience', 'business analytics']",teaching method  creativity  neuroscience  business analytics,4,69.68,64.38,72.92,69.0
457,"['data type', 'storytelling', 'fluid mechanics', 'strategic thinking', 'molecular biology']",data type  storytelling  fluid mechanics  strategic thinking  molecular biology,5,95.54,58.54,55.64,69.9
458,"['language', 'missing data', 'correlation and dependence', 'business communication', 'reinforcement learning', 'load balancing', 'bayesian']",language  missing data  correlation and dependence  business communication  reinforcement learning  load balancing  bayesian,7,92.65,72.49,66.97,77.37
459,"['personality', 'film', 'business analysis']",personality  film  business analysis,3,87.48,67.73,96.91,84.04
460,"['training and development', 'usability', 'test set', 'network security', 'justice']",training and development  usability  test set  network security  justice,5,83.14,69.15,100.0,84.09
461,"['web design', 'health care', 'power electronics']",web design  health care  power electronics,3,67.73,83.91,78.59,76.74
462,"['facilitation', 'market (economics)', 'sports', 'media market', 'performance management', 'download']",facilitation  market (economics)  sports  media market  performance management  download,6,90.62,93.74,75.38,86.58
463,"['mergers & acquisitions', 'business writing', 'user interface design', 'inflation', 'front and back ends', 'budget', 'business plan']",mergers & acquisitions  business writing  user interface design  inflation  front and back ends  budget  business plan,7,65.96,80.52,66.87,71.12
464,"['customer relationship management', 'mergers & acquisitions', 'web design', 'molecular biology', 'investment']",customer relationship management  mergers & acquisitions  web design  molecular biology  investment,5,99.16,76.64,70.62,82.14
465,"['circular economy', 'cancer', 'accounting', 'interfaces', 'planning']",circular economy  cancer  accounting  interfaces  planning,5,77.22,58.83,63.34,66.46
466,"['hashing', 'child', 'conflict resolution', 'c programming', 'dynamic programming']",hashing  child  conflict resolution  c programming  dynamic programming,5,89.4,67.12,62.44,72.99
467,"['political science', 'stack (abstract data type)', 'spreadsheet software', 'risk management', 'observation', 'chinese language']",political science  stack (abstract data type)  spreadsheet software  risk management  observation  chinese language,6,81.44,89.23,83.63,84.77
468,"['c++', 'map', 'spreadsheet']",c++  map  spreadsheet,3,86.95,65.92,57.94,70.27
469,"['therapy', 'thought', 'journalism']",therapy  thought  journalism,3,93.02,71.13,71.99,78.71
470,"['aerospace engineering', 'image processing', 'opinion', 'modulo operation', 'business strategy', 'statistical classification']",aerospace engineering  image processing  opinion  modulo operation  business strategy  statistical classification,6,90.94,81.67,80.47,84.36
471,"['supply chain', 'sap erp', 'decision tree', 'mergers & acquisitions']",supply chain  sap erp  decision tree  mergers & acquisitions,4,100.0,67.28,86.13,84.47
472,"['corporate bond', 'harmony', 'integral', 'guitar']",corporate bond  harmony  integral  guitar,4,75.68,78.22,93.34,82.42
473,"['crisis', 'bioinformatics', 'debugging', 'personal advertisement', 'health system', 'parenting']",crisis  bioinformatics  debugging  personal advertisement  health system  parenting,6,81.09,81.46,87.87,83.47
474,"['python syntax and semantics', 'business analytics', 'marketing mix', 'gene', 'front and back ends']",python syntax and semantics  business analytics  marketing mix  gene  front and back ends,5,70.62,64.93,62.46,66.0
475,"['test case', 'user experience', 'education', 'privacy', 'circular economy', 'continuous function']",test case  user experience  education  privacy  circular economy  continuous function,6,51.4,99.67,61.76,70.95
476,"['accuracy and precision', 'negotiation', 'language learning', 'user story', 'mergers & acquisitions']",accuracy and precision  negotiation  language learning  user story  mergers & acquisitions,5,72.34,71.68,78.69,74.24
477,"['photography', 'law', 'perception', 'test case', 'convolution']",photography  law  perception  test case  convolution,5,84.79,85.33,68.0,79.37
478,"['java (software platform)', 'trading', 'email writing', 'public-key cryptography', 'interpretation']",java (software platform)  trading  email writing  public-key cryptography  interpretation,5,72.99,78.39,72.02,74.47
479,"['neuroscience', 'iteration', 'image processing', 'web application']",neuroscience  iteration  image processing  web application,4,94.29,80.89,83.82,86.33
480,"['sustainable business', 'food security', 'jpeg', 'medicine', 'human computer interaction', 'mysql']",sustainable business  food security  jpeg  medicine  human computer interaction  mysql,6,82.95,89.08,77.17,83.07
481,"['cloud platforms', 'storytelling', 'email', 'terrorism', 'solar energy']",cloud platforms  storytelling  email  terrorism  solar energy,5,59.44,79.8,67.18,68.81
482,"['sources', 'apache', 'process', 'english grammar']",sources  apache  process  english grammar,4,68.66,82.04,89.86,80.18
483,"['image processing', 'bookkeeping', 'online learning', 'regression analysis', 'corporate bond', 'web application']",image processing  bookkeeping  online learning  regression analysis  corporate bond  web application,6,75.26,78.71,95.43,83.13
484,"['food science', 'general statistics', 'customer relationship management', 'path (variable)', 'meditation']",food science  general statistics  customer relationship management  path (variable)  meditation,5,77.89,100.0,81.79,86.56
485,"['political science', 'thought', 'public-key cryptography']",political science  thought  public-key cryptography,3,53.87,84.04,79.57,72.49
486,"['null coalescing operator', 'smart contract', 'representational state transfer', 'p-value', 'software engineering', 'art', 'marketing']",null coalescing operator  smart contract  representational state transfer  p-value  software engineering  art  marketing,7,90.48,83.08,73.34,82.3
487,"['test case', 'wireless', 'business writing', 'climate change', 'funds', 'mapping', 'death']",test case  wireless  business writing  climate change  funds  mapping  death,7,60.31,72.49,64.79,65.86
488,"['augmented reality', 'stock market', 'node.js', 'language', 'perception', 'cipher', 'adobe photoshop']",augmented reality  stock market  node.js  language  perception  cipher  adobe photoshop,7,68.03,82.06,95.04,81.71
489,"['geometry', 'exercise', 'risk factor']",geometry  exercise  risk factor,3,79.74,60.65,80.34,73.57
490,"['statistical analysis', 'systems design', 'sustainable business', 'evolution', 'plant', 'mechanical engineering', 'motivation']",statistical analysis  systems design  sustainable business  evolution  plant  mechanical engineering  motivation,7,89.36,67.68,73.39,76.81
491,"['team management', 'reinforcement learning', 'css', 'listening', 'anthropology', 'python programming data-science machine-learning']",team management  reinforcement learning  css  listening  anthropology  python programming data-science machine-learning,6,75.18,65.58,82.78,74.51
492,"['inflation', 'organizational culture', 'business writing']",inflation  organizational culture  business writing,3,73.55,80.03,64.35,72.64
493,"['cost benefit analysis', 'logic gate', 'internet']",cost benefit analysis  logic gate  internet,3,69.75,83.67,70.53,74.65
494,"['pricing', 'enabling', 'sap erp', 'python programming data-science machine-learning', 'logic gate']",pricing  enabling  sap erp  python programming data-science machine-learning  logic gate,5,95.72,70.2,77.7,81.21
495,"['change management', 'phenomenon', 'predictive modelling', 'iteration', 'blockchain', 'instructional design']",change management  phenomenon  predictive modelling  iteration  blockchain  instructional design,6,86.19,57.98,53.87,66.01
496,"['cloud storage', 'angular', 'linearity']",cloud storage  angular  linearity,3,56.69,90.15,68.38,71.74
497,"['databases', 'forecasting', 'russian']",databases  forecasting  russian,3,100.0,68.23,77.21,81.81
498,"['speech', 'data science', 'lambda calculus', 'statistical hypothesis testing']",speech  data science  lambda calculus  statistical hypothesis testing,4,93.51,99.07,99.74,97.44
499,"['process management', 'film', 'nutrition', 'virtual reality', 'dnas', 'download']",process management  film  nutrition  virtual reality  dnas  download,6,89.5,87.29,82.11,86.3
500,"['negotiation', 'application programming interfaces', 'usability', 'electrical engineering', 'population', 'terrorism']",negotiation  application programming interfaces  usability  electrical engineering  population  terrorism,6,84.34,68.39,65.18,72.64
501,"['molecular biology', 'academic writing', 'epidemiology', 'employment', 'html', 'bioinformatics']",molecular biology  academic writing  epidemiology  employment  html  bioinformatics,6,74.96,72.96,69.56,72.49
502,"['child', 'social media marketing', 'dynamic programming', 'mathematical model', 'jpeg', 'educational psychology', 'privacy']",child  social media marketing  dynamic programming  mathematical model  jpeg  educational psychology  privacy,7,83.36,86.46,76.06,81.96
503,"['google cloud platform', 'random forest', 'security']",google cloud platform  random forest  security,3,92.73,61.3,72.68,75.57
504,"['therapy', 'modulo operation', 'unix', 'music', 'teaching method']",therapy  modulo operation  unix  music  teaching method,5,66.4,52.6,74.01,64.34
505,"['logic gate', 'machine learning data-science machine-learning', 'privacy']",logic gate  machine learning data-science machine-learning  privacy,3,73.54,93.16,82.57,83.09
506,"['demand', 'informatics', 'use case', 'tensorflow', 'business strategy', 'consumer behaviour', 'internet of things']",demand  informatics  use case  tensorflow  business strategy  consumer behaviour  internet of things,7,62.71,97.25,89.65,83.2
507,"['flask', 'interaction design', 'coaching']",flask  interaction design  coaching,3,81.99,72.28,63.49,72.58
508,"['mechanical design', 'cost', 'risk factors', 'modulo operation']",mechanical design  cost  risk factors  modulo operation,4,70.53,88.06,97.62,85.4
509,"['theory of relativity', 'copywriting', 'sustainability', 'mindfulness', 'path (variable)', 'download']",theory of relativity  copywriting  sustainability  mindfulness  path (variable)  download,6,93.52,69.13,61.56,74.74
510,"['web development', 'social network', 'deployment environment', 'spreadsheet software', 'death', 'random forest']",web development  social network  deployment environment  spreadsheet software  death  random forest,6,76.69,53.78,78.88,69.78
511,"['correlation and dependence', 'dynamic programming', 'interview', 'power electronics', 'user research']",correlation and dependence  dynamic programming  interview  power electronics  user research,5,73.23,69.41,55.86,66.17
512,"['market segmentation', 'adaptation', 'pytorch']",market segmentation  adaptation  pytorch,3,81.16,68.61,60.96,70.24
513,"['editing', 'missing data', 'stock', 'renewable energy']",editing  missing data  stock  renewable energy,4,40.53,74.67,96.27,70.49
514,"['online learning', 'reason', 'organizational culture', 'piano', 'r&d management', 'debugging']",online learning  reason  organizational culture  piano  r&d management  debugging,6,94.94,69.51,67.77,77.41
515,"['strategic management', 'approximation error', 'evaluation']",strategic management  approximation error  evaluation,3,80.63,63.02,78.62,74.09
516,"['arcgis', 'health policy', 'experimental design', 'social network', 'i-deas']",arcgis  health policy  experimental design  social network  i-deas,5,84.19,89.72,73.8,82.57
517,"['privacy', 'strategic planning', 'recurrent neural network', 'sound design']",privacy  strategic planning  recurrent neural network  sound design,4,72.56,64.46,65.08,67.37
518,"['cloud infrastructure', 'supply chain management', 'cloud platforms', 'guitar', 'software engineering', 'mathematical optimization', 'software development process']",cloud infrastructure  supply chain management  cloud platforms  guitar  software engineering  mathematical optimization  software development process,7,72.28,79.41,85.96,79.22
519,"['php', 'solar systems', 'ethics']",php  solar systems  ethics,3,65.36,92.91,71.75,76.67
520,"['child', 'fundraising', 'informatics', 'arcgis', 'population', 'gradient']",child  fundraising  informatics  arcgis  population  gradient,6,74.74,66.03,45.91,62.23
521,"['c programming', 'philosophy', 'collaboration', 'financial statement', 'english grammar']",c programming  philosophy  collaboration  financial statement  english grammar,5,85.61,83.84,71.62,80.36
522,"['machine learning', 'unit testing', 'web', 'peering', 'dataflow', 'user (computing)', 'corporate bond']",machine learning  unit testing  web  peering  dataflow  user (computing)  corporate bond,7,75.8,81.19,56.25,71.08
523,"['enabling', 'bible', ""student's t-distribution"", 'machine learning']",enabling  bible  student's t-distribution  machine learning,4,68.65,84.53,59.95,71.04
524,"['human computer interaction', 'therapy', 'social psychology', 'decision making', 'javascript', 'income', 'identity management']",human computer interaction  therapy  social psychology  decision making  javascript  income  identity management,7,78.52,58.72,80.6,72.61
525,"['gratitude', 'rstudio', 'causality', 'continuous function', 'operating systems', 'bible', 'healthcare management']",gratitude  rstudio  causality  continuous function  operating systems  bible  healthcare management,7,74.57,55.62,88.98,73.06
526,"['conflict resolution', 'game design', 'crisis', 'java annotation']",conflict resolution  game design  crisis  java annotation,4,66.18,65.28,77.41,69.62
527,"['mysql', 'random forest', 'cost benefit analysis', 'switches']",mysql  random forest  cost benefit analysis  switches,4,88.78,62.81,75.74,75.78
